User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,weighted_aov,r_score,f_score,m_score,rfm_score,value_proxy_score,segment_name,segment_name_cn,business_role,action_priority
#DEMO0249,53.0,Female,Urban,342400.0,Fashion,3.0,12.0,1555.32,18663.83,Apparel,54.0,40.0,TRUE,1555.32,5,5,4,14,76.21,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0250,53.0,Female,Suburban,347115.0,Fashion,3.0,12.0,1802.86,21634.27,Apparel,75.0,38.0,TRUE,1802.86,5,5,5,15,82.42,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0251,49.0,Female,Suburban,351572.0,Lifestyle,4.0,11.0,2075.93,22835.24,Apparel,51.0,38.0,TRUE,2075.93,4,4,5,13,84.31,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0252,52.0,Female,Urban,256019.0,Luxury,3.0,10.0,1467.13,14671.32,Apparel,66.0,25.0,TRUE,1467.13,5,4,4,13,66.67,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0253,49.0,Female,Urban,348954.0,Luxury,1.0,12.0,2064.83,24778.01,Apparel,80.0,58.0,TRUE,2064.83,5,5,5,15,90.39,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0254,53.0,Female,Urban,221466.0,Lifestyle,3.0,14.0,2198.99,30785.83,Apparel,63.0,28.0,TRUE,2198.99,5,5,5,15,94.92,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0255,51.0,Female,Suburban,351687.0,Lifestyle,1.0,15.0,2204.87,33073.1,Apparel,85.0,43.0,TRUE,2204.87,5,5,5,15,98.37,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0256,53.0,Female,Suburban,236442.0,Luxury,5.0,10.0,2112.47,21124.67,Apparel,58.0,34.0,TRUE,2112.47,4,4,5,13,79.55,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0257,49.0,Female,Suburban,281506.0,Lifestyle,2.0,9.0,1579.65,14216.86,Apparel,80.0,39.0,TRUE,1579.65,5,3,4,12,66.19,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0258,50.0,Female,Suburban,302474.0,Luxury,3.0,12.0,1474.22,17690.66,Apparel,74.0,38.0,TRUE,1474.22,5,5,4,14,73.85,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0259,50.0,Female,Urban,296825.0,Fashion,3.0,15.0,1544.5,23167.49,Apparel,78.0,52.0,TRUE,1544.5,5,5,5,15,84.92,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0260,53.0,Female,Urban,252330.0,Fashion,3.0,14.0,2243.64,31410.95,Apparel,88.0,48.0,TRUE,2243.64,5,5,5,15,95.38,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0261,50.0,Female,Suburban,272522.0,Lifestyle,3.0,15.0,1761.17,26417.62,Apparel,96.0,30.0,TRUE,1761.17,5,5,5,15,90.01,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0262,53.0,Female,Suburban,317772.0,Fashion,3.0,15.0,1590.48,23857.27,Apparel,63.0,53.0,TRUE,1590.48,5,5,5,15,86.2,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0263,52.0,Female,Urban,190771.0,Luxury,2.0,12.0,1784.0,21408.04,Apparel,49.0,27.0,TRUE,1784.0,5,5,5,15,82.9,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0264,50.0,Female,Urban,193599.0,Luxury,1.0,12.0,1746.43,20957.2,Apparel,97.0,34.0,TRUE,1746.43,5,5,5,15,82.73,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0265,50.0,Female,Urban,268356.0,Lifestyle,3.0,14.0,2005.57,28077.95,Apparel,63.0,25.0,TRUE,2005.57,5,5,5,15,92.59,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0266,52.0,Female,Suburban,345480.0,Lifestyle,3.0,10.0,2113.28,21132.77,Apparel,61.0,72.0,TRUE,2113.28,5,4,5,14,81.28,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0267,51.0,Female,Urban,198171.0,Luxury,3.0,13.0,2116.81,27518.57,Apparel,72.0,25.0,TRUE,2116.81,5,5,5,15,92.4,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0268,52.0,Female,Suburban,281114.0,Lifestyle,1.0,9.0,1321.56,11894.0,Apparel,72.0,26.0,TRUE,1321.56,5,3,3,11,59.32,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0269,50.0,Female,Suburban,210895.0,Fashion,3.0,10.0,1355.12,13551.23,Apparel,75.0,32.0,TRUE,1355.12,5,4,4,13,62.48,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0270,53.0,Female,Urban,251122.0,Luxury,2.0,12.0,2016.14,24193.7,Apparel,86.0,58.0,TRUE,2016.14,5,5,5,15,88.8,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0271,53.0,Female,Suburban,343032.0,Fashion,1.0,14.0,2211.93,30967.06,Apparel,74.0,47.0,TRUE,2211.93,5,5,5,15,96.78,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0272,53.0,Female,Urban,330836.0,Fashion,4.0,11.0,2116.29,23279.16,Apparel,86.0,61.0,TRUE,2116.29,4,4,5,13,85.19,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0273,51.0,Female,Urban,301169.0,Fashion,5.0,15.0,1390.61,20859.21,Apparel,56.0,36.0,TRUE,1390.61,4,5,5,14,77.73,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0274,50.0,Female,Urban,252460.0,Luxury,4.0,11.0,1684.37,18528.09,Apparel,95.0,50.0,TRUE,1684.37,4,4,4,12,74.54,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0275,50.0,Female,Urban,244342.0,Luxury,2.0,9.0,2205.8,19852.23,Apparel,76.0,73.0,TRUE,2205.8,5,3,5,13,79.0,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0276,51.0,Female,Urban,339741.0,Lifestyle,2.0,13.0,2253.47,29295.08,Apparel,87.0,67.0,TRUE,2253.47,5,5,5,15,94.72,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0277,50.0,Female,Suburban,275896.0,Luxury,4.0,10.0,1365.97,13659.69,Apparel,89.0,57.0,TRUE,1365.97,4,4,4,12,62.14,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0278,52.0,Female,Urban,351589.0,Lifestyle,4.0,11.0,2007.48,22082.25,Apparel,45.0,72.0,TRUE,2007.48,4,4,5,13,82.5,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0279,50.0,Female,Suburban,305872.0,Fashion,2.0,9.0,1528.08,13752.68,Apparel,75.0,27.0,TRUE,1528.08,5,3,4,12,65.12,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0280,52.0,Female,Urban,208129.0,Luxury,4.0,13.0,1764.06,22932.74,Apparel,95.0,38.0,TRUE,1764.06,4,5,5,14,84.06,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0281,50.0,Female,Suburban,295725.0,Luxury,1.0,12.0,1861.87,22342.4,Apparel,61.0,68.0,TRUE,1861.87,5,5,5,15,85.93,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0282,51.0,Female,Suburban,208082.0,Luxury,2.0,10.0,2034.12,20341.25,Apparel,61.0,52.0,TRUE,2034.12,5,4,5,14,80.51,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0283,53.0,Female,Urban,236235.0,Fashion,2.0,12.0,1614.77,19377.26,Apparel,60.0,40.0,TRUE,1614.77,5,5,4,14,78.84,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0284,49.0,Female,Suburban,250404.0,Luxury,5.0,11.0,1442.02,15862.25,Apparel,65.0,61.0,TRUE,1442.02,4,4,4,12,67.55,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0285,53.0,Female,Urban,201226.0,Luxury,1.0,11.0,2237.35,24610.84,Apparel,50.0,65.0,TRUE,2237.35,5,4,5,14,89.57,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0286,49.0,Female,Suburban,293352.0,Luxury,5.0,13.0,1833.84,23839.9,Apparel,98.0,51.0,TRUE,1833.84,4,5,5,14,85.24,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0287,50.0,Female,Urban,232631.0,Luxury,2.0,10.0,1883.65,18836.54,Apparel,87.0,35.0,TRUE,1883.65,5,4,4,13,77.02,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0288,50.0,Female,Suburban,320588.0,Fashion,1.0,12.0,1793.42,21521.02,Apparel,55.0,62.0,TRUE,1793.42,5,5,5,15,83.88,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0289,52.0,Female,Urban,284334.0,Lifestyle,3.0,9.0,1735.8,15622.23,Apparel,65.0,30.0,TRUE,1735.8,5,3,4,12,68.48,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0290,51.0,Female,Urban,335209.0,Luxury,2.0,12.0,1569.75,18837.06,Apparel,75.0,71.0,TRUE,1569.76,5,5,4,14,77.51,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0291,52.0,Female,Urban,243514.0,Fashion,3.0,9.0,1770.53,15934.81,Apparel,51.0,26.0,TRUE,1770.53,5,3,4,12,69.24,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0292,49.0,Female,Suburban,193147.0,Lifestyle,1.0,14.0,2299.3,32190.16,Apparel,87.0,58.0,TRUE,2299.3,5,5,5,15,97.72,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0293,52.0,Female,Urban,319424.0,Lifestyle,2.0,11.0,1697.02,18667.23,Apparel,92.0,48.0,TRUE,1697.02,5,4,4,13,76.88,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0294,49.0,Female,Urban,291872.0,Lifestyle,4.0,9.0,1709.61,15386.5,Apparel,52.0,74.0,TRUE,1709.61,4,3,4,11,67.15,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0295,53.0,Female,Urban,313107.0,Lifestyle,4.0,9.0,1765.2,15886.79,Apparel,47.0,54.0,TRUE,1765.2,4,3,4,11,68.18,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0296,50.0,Female,Urban,269693.0,Fashion,5.0,10.0,2225.41,22254.1,Apparel,78.0,56.0,TRUE,2225.41,4,4,5,13,81.36,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0297,53.0,Female,Suburban,300154.0,Fashion,4.0,12.0,1676.76,20121.14,Apparel,68.0,54.0,TRUE,1676.76,4,5,5,14,78.38,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0298,52.0,Female,Suburban,329047.0,Luxury,2.0,10.0,1727.59,17275.87,Apparel,99.0,53.0,TRUE,1727.59,5,4,4,13,73.24,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0299,51.0,Female,Urban,223381.0,Fashion,5.0,13.0,1713.5,22275.47,Apparel,55.0,29.0,TRUE,1713.5,4,5,5,14,81.74,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0300,49.0,Female,Urban,191084.0,Fashion,3.0,9.0,2096.56,18869.06,Apparel,79.0,29.0,TRUE,2096.56,5,3,4,12,76.17,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0301,53.0,Female,Urban,261644.0,Luxury,3.0,14.0,2102.06,29428.86,Apparel,54.0,60.0,TRUE,2102.06,5,5,5,15,94.02,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0302,50.0,Female,Suburban,289132.0,Lifestyle,3.0,13.0,1439.88,18718.47,Apparel,90.0,56.0,TRUE,1439.88,5,5,4,14,75.62,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0303,52.0,Female,Suburban,308588.0,Lifestyle,4.0,15.0,1723.09,25846.37,Apparel,79.0,62.0,TRUE,1723.09,4,5,5,14,88.33,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0304,49.0,Female,Urban,218290.0,Fashion,5.0,13.0,1706.21,22180.73,Apparel,97.0,40.0,TRUE,1706.21,4,5,5,14,81.47,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0305,49.0,Female,Suburban,207201.0,Lifestyle,1.0,15.0,1836.03,27540.5,Apparel,78.0,27.0,TRUE,1836.03,5,5,5,15,93.53,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0306,49.0,Female,Suburban,262035.0,Fashion,3.0,9.0,1359.12,12232.05,Apparel,90.0,58.0,TRUE,1359.12,5,3,4,12,58.73,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0307,53.0,Female,Urban,345523.0,Lifestyle,4.0,9.0,1467.59,13208.35,Apparel,90.0,40.0,TRUE,1467.59,4,3,4,11,61.6,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0308,52.0,Female,Urban,218843.0,Fashion,5.0,9.0,1320.69,11886.25,Apparel,86.0,64.0,TRUE,1320.69,4,3,3,10,55.9,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#DEMO0309,51.0,Female,Suburban,343444.0,Luxury,2.0,14.0,1831.04,25634.5,Apparel,89.0,49.0,TRUE,1831.04,5,5,5,15,90.32,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0310,53.0,Female,Urban,232215.0,Lifestyle,2.0,14.0,1943.88,27214.29,Apparel,91.0,38.0,TRUE,1943.88,5,5,5,15,92.32,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0311,49.0,Female,Urban,196466.0,Luxury,2.0,11.0,2252.32,24775.55,Apparel,47.0,33.0,TRUE,2252.32,5,4,5,14,89.2,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0312,51.0,Female,Urban,254900.0,Lifestyle,1.0,12.0,1603.55,19242.62,Apparel,68.0,56.0,TRUE,1603.55,5,5,4,14,79.2,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0313,50.0,Female,Urban,197819.0,Luxury,5.0,10.0,2178.22,21782.16,Apparel,82.0,70.0,TRUE,2178.22,4,4,5,13,80.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0314,52.0,Female,Suburban,207039.0,Fashion,3.0,14.0,2286.54,32011.61,Apparel,100.0,60.0,TRUE,2286.54,5,5,5,15,95.91,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0315,50.0,Female,Urban,321667.0,Lifestyle,2.0,13.0,1735.14,22556.76,Apparel,68.0,69.0,TRUE,1735.14,5,5,5,15,85.18,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0316,49.0,Female,Urban,207927.0,Lifestyle,5.0,10.0,1466.12,14661.16,Apparel,88.0,29.0,TRUE,1466.12,4,4,4,12,64.88,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0317,50.0,Female,Urban,256289.0,Lifestyle,3.0,9.0,1891.35,17022.19,Apparel,64.0,26.0,TRUE,1891.35,5,3,4,12,71.76,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0318,50.0,Female,Suburban,311790.0,Fashion,2.0,12.0,1536.56,18438.74,Apparel,96.0,46.0,TRUE,1536.56,5,5,4,14,76.4,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0319,52.0,Female,Urban,214375.0,Fashion,3.0,11.0,2279.99,25079.87,Apparel,87.0,56.0,TRUE,2279.99,5,4,5,14,88.74,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0320,53.0,Female,Suburban,227135.0,Lifestyle,1.0,13.0,2133.13,27730.63,Apparel,94.0,54.0,TRUE,2133.13,5,5,5,15,94.35,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0321,49.0,Female,Suburban,322528.0,Luxury,2.0,10.0,1348.15,13481.54,Apparel,62.0,51.0,TRUE,1348.15,5,4,4,13,63.28,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0322,52.0,Female,Urban,337015.0,Luxury,4.0,15.0,1790.09,26851.41,Apparel,46.0,46.0,TRUE,1790.09,4,5,5,14,89.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0323,52.0,Female,Urban,333502.0,Lifestyle,3.0,14.0,2083.41,29167.76,Apparel,77.0,29.0,TRUE,2083.41,5,5,5,15,93.73,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0324,50.0,Female,Suburban,313363.0,Lifestyle,4.0,11.0,1840.32,20243.5,Apparel,61.0,53.0,TRUE,1840.32,4,4,5,13,78.83,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0325,50.0,Female,Urban,340107.0,Luxury,2.0,14.0,1633.53,22869.4,Apparel,54.0,38.0,TRUE,1633.53,5,5,5,15,85.42,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0326,50.0,Female,Suburban,217152.0,Luxury,3.0,10.0,1783.88,17838.77,Apparel,51.0,27.0,TRUE,1783.88,5,4,4,13,73.52,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0327,50.0,Female,Suburban,278758.0,Lifestyle,5.0,12.0,1644.04,19728.51,Apparel,62.0,56.0,TRUE,1644.04,4,5,5,14,76.76,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0328,53.0,Female,Suburban,307373.0,Luxury,1.0,10.0,1390.93,13909.26,Apparel,84.0,74.0,TRUE,1390.93,5,4,4,13,65.71,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0329,52.0,Female,Urban,314300.0,Lifestyle,5.0,12.0,1963.2,23558.43,Apparel,73.0,34.0,TRUE,1963.2,4,5,5,14,85.02,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0330,52.0,Female,Urban,297693.0,Fashion,5.0,14.0,1708.89,23924.4,Apparel,56.0,57.0,TRUE,1708.89,4,5,5,14,84.88,High-value Customers,高价值用户,Core profit engine,Stabilize
#DEMO0331,56.0,Female,Rural,264868.0,Family,66.0,10.0,1391.91,13919.08,Home & Kitchen,12.0,9.0,TRUE,1391.91,2,4,4,10,59.04,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0332,46.0,Female,Rural,253947.0,Family,111.0,10.0,1227.63,12276.25,Home & Kitchen,24.0,12.0,FALSE,1227.62,1,4,4,9,51.51,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0333,37.0,Male,Rural,144771.0,Family,127.0,10.0,1013.75,10137.54,Home & Kitchen,27.0,5.0,FALSE,1013.75,1,4,3,8,45.51,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0334,36.0,Female,Rural,256822.0,Home improvement,113.0,9.0,1171.16,10540.45,Home & Kitchen,24.0,18.0,TRUE,1171.16,1,3,3,7,46.01,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0335,49.0,Male,Rural,227764.0,Furniture,83.0,10.0,1248.78,12487.83,Home & Kitchen,16.0,21.0,FALSE,1248.78,1,4,4,9,53.28,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0336,53.0,Female,Rural,276409.0,Furniture,113.0,9.0,1140.44,10263.98,Home & Kitchen,35.0,15.0,FALSE,1140.44,1,3,3,7,45.22,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0337,35.0,Male,Rural,278794.0,Home improvement,107.0,8.0,1454.87,11638.94,Home & Kitchen,22.0,18.0,FALSE,1454.87,1,3,3,7,51.22,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0338,38.0,Male,Rural,180880.0,Furniture,91.0,9.0,957.41,8616.72,Home & Kitchen,31.0,10.0,FALSE,957.41,1,3,3,7,41.33,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0339,44.0,Male,Rural,219743.0,Family,122.0,11.0,1455.47,16010.21,Home & Kitchen,25.0,15.0,FALSE,1455.47,1,4,4,9,62.13,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0340,38.0,Female,Rural,208273.0,Furniture,118.0,10.0,1425.44,14254.4,Home & Kitchen,11.0,21.0,TRUE,1425.44,1,4,4,9,57.59,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0341,37.0,Male,Suburban,187295.0,Home improvement,126.0,11.0,1495.53,16450.82,Home & Kitchen,32.0,8.0,TRUE,1495.53,1,4,4,9,63.48,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0342,48.0,Male,Rural,258954.0,Family,69.0,9.0,1000.26,9002.37,Home & Kitchen,25.0,18.0,TRUE,1000.26,2,3,3,8,43.88,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0343,56.0,Male,Suburban,131985.0,Family,66.0,8.0,1458.67,11669.38,Home & Kitchen,28.0,5.0,TRUE,1458.67,2,3,3,8,53.52,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0344,44.0,Female,Rural,189675.0,Furniture,70.0,9.0,1249.07,11241.62,Home & Kitchen,14.0,13.0,TRUE,1249.07,2,3,3,8,50.3,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0345,56.0,Male,Rural,252564.0,Furniture,114.0,7.0,966.59,6766.13,Home & Kitchen,11.0,10.0,FALSE,966.59,1,3,3,7,35.36,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0346,40.0,Male,Suburban,268669.0,Family,75.0,6.0,1210.78,7264.67,Home & Kitchen,34.0,14.0,FALSE,1210.78,2,3,3,8,38.94,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0347,51.0,Female,Suburban,231209.0,Family,90.0,10.0,1467.09,14670.88,Home & Kitchen,17.0,6.0,TRUE,1467.09,1,4,4,9,60.08,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0348,51.0,Female,Rural,242267.0,Furniture,107.0,10.0,1091.05,10910.48,Home & Kitchen,15.0,12.0,FALSE,1091.05,1,4,3,8,48.02,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0349,35.0,Male,Suburban,143684.0,Family,71.0,6.0,957.81,5746.85,Home & Kitchen,32.0,17.0,FALSE,957.81,2,3,2,7,34.61,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0350,47.0,Female,Rural,199336.0,Furniture,77.0,9.0,1012.37,9111.36,Home & Kitchen,26.0,6.0,FALSE,1012.37,2,3,3,8,43.93,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0351,44.0,Male,Suburban,137721.0,Home improvement,108.0,8.0,1497.91,11983.26,Home & Kitchen,11.0,21.0,TRUE,1497.91,1,3,4,8,52.79,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0352,47.0,Female,Suburban,200031.0,Furniture,110.0,8.0,1099.39,8795.15,Home & Kitchen,27.0,22.0,TRUE,1099.39,1,3,3,7,40.73,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0353,40.0,Female,Suburban,140975.0,Family,72.0,8.0,1331.42,10651.33,Home & Kitchen,10.0,16.0,FALSE,1331.42,2,3,3,8,49.1,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0354,39.0,Female,Rural,202474.0,Home improvement,118.0,10.0,958.7,9587.01,Home & Kitchen,33.0,18.0,FALSE,958.7,1,4,3,8,44.47,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0355,57.0,Male,Suburban,203099.0,Family,86.0,8.0,1393.03,11144.22,Home & Kitchen,34.0,15.0,TRUE,1393.03,1,3,3,7,50.18,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0356,39.0,Male,Suburban,149856.0,Home improvement,125.0,11.0,1093.79,12031.73,Home & Kitchen,14.0,12.0,FALSE,1093.79,1,4,4,9,51.43,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0357,57.0,Female,Suburban,232253.0,Furniture,120.0,7.0,1272.28,8905.95,Home & Kitchen,22.0,6.0,TRUE,1272.28,1,3,3,7,41.8,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0358,48.0,Female,Rural,235859.0,Home improvement,125.0,9.0,1286.06,11574.51,Home & Kitchen,30.0,21.0,TRUE,1286.06,1,3,3,7,48.6,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0359,42.0,Male,Suburban,205191.0,Furniture,71.0,10.0,1048.58,10485.76,Home & Kitchen,28.0,22.0,TRUE,1048.58,2,4,3,9,48.94,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0360,47.0,Male,Suburban,152097.0,Family,90.0,11.0,1098.35,12081.86,Home & Kitchen,14.0,8.0,TRUE,1098.35,1,4,4,9,52.73,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0361,39.0,Female,Suburban,177016.0,Home improvement,117.0,11.0,1070.2,11772.19,Home & Kitchen,27.0,16.0,FALSE,1070.2,1,4,3,8,51.03,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0362,44.0,Female,Rural,123593.0,Home improvement,121.0,7.0,1202.76,8419.32,Home & Kitchen,17.0,5.0,FALSE,1202.76,1,3,3,7,39.93,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0363,40.0,Male,Suburban,266527.0,Furniture,98.0,11.0,976.77,10744.49,Home & Kitchen,21.0,8.0,TRUE,976.77,1,4,3,8,49.47,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0364,39.0,Male,Suburban,167489.0,Furniture,127.0,10.0,978.72,9787.2,Home & Kitchen,18.0,12.0,TRUE,978.72,1,4,3,8,44.71,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0365,58.0,Male,Rural,125737.0,Home improvement,121.0,6.0,1459.52,8757.12,Home & Kitchen,28.0,9.0,FALSE,1459.52,1,3,3,7,43.98,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0366,47.0,Female,Rural,139394.0,Home improvement,86.0,11.0,1145.75,12603.3,Home & Kitchen,32.0,7.0,TRUE,1145.75,1,4,4,9,54.04,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0367,56.0,Male,Suburban,260728.0,Home improvement,80.0,10.0,1414.66,14146.58,Home & Kitchen,20.0,5.0,FALSE,1414.66,1,4,4,9,58.75,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0368,42.0,Male,Rural,155901.0,Home improvement,116.0,9.0,1229.7,11067.31,Home & Kitchen,28.0,7.0,TRUE,1229.7,1,3,3,7,47.41,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0369,43.0,Male,Suburban,132704.0,Home improvement,120.0,9.0,1309.05,11781.47,Home & Kitchen,25.0,10.0,FALSE,1309.05,1,3,3,7,49.59,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0370,47.0,Female,Suburban,236071.0,Home improvement,78.0,10.0,1492.48,14924.79,Home & Kitchen,27.0,18.0,FALSE,1492.48,2,4,4,10,61.36,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#DEMO0371,36.0,Female,Suburban,132566.0,Furniture,108.0,8.0,950.83,7606.68,Home & Kitchen,11.0,9.0,TRUE,950.84,1,3,3,7,37.65,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
