User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription
#DEMO0249,53,Female,Urban,342400,Fashion,3,12,1555.32,18663.83,Apparel,54,40,TRUE
#DEMO0250,53,Female,Suburban,347115,Fashion,3,12,1802.86,21634.27,Apparel,75,38,TRUE
#DEMO0251,49,Female,Suburban,351572,Lifestyle,4,11,2075.93,22835.24,Apparel,51,38,TRUE
#DEMO0252,52,Female,Urban,256019,Luxury,3,10,1467.13,14671.32,Apparel,66,25,TRUE
#DEMO0253,49,Female,Urban,348954,Luxury,1,12,2064.83,24778.01,Apparel,80,58,TRUE
#DEMO0254,53,Female,Urban,221466,Lifestyle,3,14,2198.99,30785.83,Apparel,63,28,TRUE
#DEMO0255,51,Female,Suburban,351687,Lifestyle,1,15,2204.87,33073.1,Apparel,85,43,TRUE
#DEMO0256,53,Female,Suburban,236442,Luxury,5,10,2112.47,21124.67,Apparel,58,34,TRUE
#DEMO0257,49,Female,Suburban,281506,Lifestyle,2,9,1579.65,14216.86,Apparel,80,39,TRUE
#DEMO0258,50,Female,Suburban,302474,Luxury,3,12,1474.22,17690.66,Apparel,74,38,TRUE
#DEMO0259,50,Female,Urban,296825,Fashion,3,15,1544.5,23167.49,Apparel,78,52,TRUE
#DEMO0260,53,Female,Urban,252330,Fashion,3,14,2243.64,31410.95,Apparel,88,48,TRUE
#DEMO0261,50,Female,Suburban,272522,Lifestyle,3,15,1761.17,26417.62,Apparel,96,30,TRUE
#DEMO0262,53,Female,Suburban,317772,Fashion,3,15,1590.48,23857.27,Apparel,63,53,TRUE
#DEMO0263,52,Female,Urban,190771,Luxury,2,12,1784.0,21408.04,Apparel,49,27,TRUE
#DEMO0264,50,Female,Urban,193599,Luxury,1,12,1746.43,20957.2,Apparel,97,34,TRUE
#DEMO0265,50,Female,Urban,268356,Lifestyle,3,14,2005.57,28077.95,Apparel,63,25,TRUE
#DEMO0266,52,Female,Suburban,345480,Lifestyle,3,10,2113.28,21132.77,Apparel,61,72,TRUE
#DEMO0267,51,Female,Urban,198171,Luxury,3,13,2116.81,27518.57,Apparel,72,25,TRUE
#DEMO0268,52,Female,Suburban,281114,Lifestyle,1,9,1321.56,11894.0,Apparel,72,26,TRUE
#DEMO0269,50,Female,Suburban,210895,Fashion,3,10,1355.12,13551.23,Apparel,75,32,TRUE
#DEMO0270,53,Female,Urban,251122,Luxury,2,12,2016.14,24193.7,Apparel,86,58,TRUE
#DEMO0271,53,Female,Suburban,343032,Fashion,1,14,2211.93,30967.06,Apparel,74,47,TRUE
#DEMO0272,53,Female,Urban,330836,Fashion,4,11,2116.29,23279.16,Apparel,86,61,TRUE
#DEMO0273,51,Female,Urban,301169,Fashion,5,15,1390.61,20859.21,Apparel,56,36,TRUE
#DEMO0274,50,Female,Urban,252460,Luxury,4,11,1684.37,18528.09,Apparel,95,50,TRUE
#DEMO0275,50,Female,Urban,244342,Luxury,2,9,2205.8,19852.23,Apparel,76,73,TRUE
#DEMO0276,51,Female,Urban,339741,Lifestyle,2,13,2253.47,29295.08,Apparel,87,67,TRUE
#DEMO0277,50,Female,Suburban,275896,Luxury,4,10,1365.97,13659.69,Apparel,89,57,TRUE
#DEMO0278,52,Female,Urban,351589,Lifestyle,4,11,2007.48,22082.25,Apparel,45,72,TRUE
#DEMO0279,50,Female,Suburban,305872,Fashion,2,9,1528.08,13752.68,Apparel,75,27,TRUE
#DEMO0280,52,Female,Urban,208129,Luxury,4,13,1764.06,22932.74,Apparel,95,38,TRUE
#DEMO0281,50,Female,Suburban,295725,Luxury,1,12,1861.87,22342.4,Apparel,61,68,TRUE
#DEMO0282,51,Female,Suburban,208082,Luxury,2,10,2034.12,20341.25,Apparel,61,52,TRUE
#DEMO0283,53,Female,Urban,236235,Fashion,2,12,1614.77,19377.26,Apparel,60,40,TRUE
#DEMO0284,49,Female,Suburban,250404,Luxury,5,11,1442.02,15862.25,Apparel,65,61,TRUE
#DEMO0285,53,Female,Urban,201226,Luxury,1,11,2237.35,24610.84,Apparel,50,65,TRUE
#DEMO0286,49,Female,Suburban,293352,Luxury,5,13,1833.84,23839.9,Apparel,98,51,TRUE
#DEMO0287,50,Female,Urban,232631,Luxury,2,10,1883.65,18836.54,Apparel,87,35,TRUE
#DEMO0288,50,Female,Suburban,320588,Fashion,1,12,1793.42,21521.02,Apparel,55,62,TRUE
#DEMO0289,52,Female,Urban,284334,Lifestyle,3,9,1735.8,15622.23,Apparel,65,30,TRUE
#DEMO0290,51,Female,Urban,335209,Luxury,2,12,1569.75,18837.06,Apparel,75,71,TRUE
#DEMO0291,52,Female,Urban,243514,Fashion,3,9,1770.53,15934.81,Apparel,51,26,TRUE
#DEMO0292,49,Female,Suburban,193147,Lifestyle,1,14,2299.3,32190.16,Apparel,87,58,TRUE
#DEMO0293,52,Female,Urban,319424,Lifestyle,2,11,1697.02,18667.23,Apparel,92,48,TRUE
#DEMO0294,49,Female,Urban,291872,Lifestyle,4,9,1709.61,15386.5,Apparel,52,74,TRUE
#DEMO0295,53,Female,Urban,313107,Lifestyle,4,9,1765.2,15886.79,Apparel,47,54,TRUE
#DEMO0296,50,Female,Urban,269693,Fashion,5,10,2225.41,22254.1,Apparel,78,56,TRUE
#DEMO0297,53,Female,Suburban,300154,Fashion,4,12,1676.76,20121.14,Apparel,68,54,TRUE
#DEMO0298,52,Female,Suburban,329047,Luxury,2,10,1727.59,17275.87,Apparel,99,53,TRUE
#DEMO0299,51,Female,Urban,223381,Fashion,5,13,1713.5,22275.47,Apparel,55,29,TRUE
#DEMO0300,49,Female,Urban,191084,Fashion,3,9,2096.56,18869.06,Apparel,79,29,TRUE
#DEMO0301,53,Female,Urban,261644,Luxury,3,14,2102.06,29428.86,Apparel,54,60,TRUE
#DEMO0302,50,Female,Suburban,289132,Lifestyle,3,13,1439.88,18718.47,Apparel,90,56,TRUE
#DEMO0303,52,Female,Suburban,308588,Lifestyle,4,15,1723.09,25846.37,Apparel,79,62,TRUE
#DEMO0304,49,Female,Urban,218290,Fashion,5,13,1706.21,22180.73,Apparel,97,40,TRUE
#DEMO0305,49,Female,Suburban,207201,Lifestyle,1,15,1836.03,27540.5,Apparel,78,27,TRUE
#DEMO0306,49,Female,Suburban,262035,Fashion,3,9,1359.12,12232.05,Apparel,90,58,TRUE
#DEMO0307,53,Female,Urban,345523,Lifestyle,4,9,1467.59,13208.35,Apparel,90,40,TRUE
#DEMO0308,52,Female,Urban,218843,Fashion,5,9,1320.69,11886.25,Apparel,86,64,TRUE
#DEMO0309,51,Female,Suburban,343444,Luxury,2,14,1831.04,25634.5,Apparel,89,49,TRUE
#DEMO0310,53,Female,Urban,232215,Lifestyle,2,14,1943.88,27214.29,Apparel,91,38,TRUE
#DEMO0311,49,Female,Urban,196466,Luxury,2,11,2252.32,24775.55,Apparel,47,33,TRUE
#DEMO0312,51,Female,Urban,254900,Lifestyle,1,12,1603.55,19242.62,Apparel,68,56,TRUE
#DEMO0313,50,Female,Urban,197819,Luxury,5,10,2178.22,21782.16,Apparel,82,70,TRUE
#DEMO0314,52,Female,Suburban,207039,Fashion,3,14,2286.54,32011.61,Apparel,100,60,TRUE
#DEMO0315,50,Female,Urban,321667,Lifestyle,2,13,1735.14,22556.76,Apparel,68,69,TRUE
#DEMO0316,49,Female,Urban,207927,Lifestyle,5,10,1466.12,14661.16,Apparel,88,29,TRUE
#DEMO0317,50,Female,Urban,256289,Lifestyle,3,9,1891.35,17022.19,Apparel,64,26,TRUE
#DEMO0318,50,Female,Suburban,311790,Fashion,2,12,1536.56,18438.74,Apparel,96,46,TRUE
#DEMO0319,52,Female,Urban,214375,Fashion,3,11,2279.99,25079.87,Apparel,87,56,TRUE
#DEMO0320,53,Female,Suburban,227135,Lifestyle,1,13,2133.13,27730.63,Apparel,94,54,TRUE
#DEMO0321,49,Female,Suburban,322528,Luxury,2,10,1348.15,13481.54,Apparel,62,51,TRUE
#DEMO0322,52,Female,Urban,337015,Luxury,4,15,1790.09,26851.41,Apparel,46,46,TRUE
#DEMO0323,52,Female,Urban,333502,Lifestyle,3,14,2083.41,29167.76,Apparel,77,29,TRUE
#DEMO0324,50,Female,Suburban,313363,Lifestyle,4,11,1840.32,20243.5,Apparel,61,53,TRUE
#DEMO0325,50,Female,Urban,340107,Luxury,2,14,1633.53,22869.4,Apparel,54,38,TRUE
#DEMO0326,50,Female,Suburban,217152,Luxury,3,10,1783.88,17838.77,Apparel,51,27,TRUE
#DEMO0327,50,Female,Suburban,278758,Lifestyle,5,12,1644.04,19728.51,Apparel,62,56,TRUE
#DEMO0328,53,Female,Suburban,307373,Luxury,1,10,1390.93,13909.26,Apparel,84,74,TRUE
#DEMO0329,52,Female,Urban,314300,Lifestyle,5,12,1963.2,23558.43,Apparel,73,34,TRUE
#DEMO0330,52,Female,Urban,297693,Fashion,5,14,1708.89,23924.4,Apparel,56,57,TRUE
#DEMO0331,56,Female,Rural,264868,Family,66,10,1391.91,13919.08,Home & Kitchen,12,9,TRUE
#DEMO0332,46,Female,Rural,253947,Family,111,10,1227.63,12276.25,Home & Kitchen,24,12,FALSE
#DEMO0333,37,Male,Rural,144771,Family,127,10,1013.75,10137.54,Home & Kitchen,27,5,FALSE
#DEMO0334,36,Female,Rural,256822,Home improvement,113,9,1171.16,10540.45,Home & Kitchen,24,18,TRUE
#DEMO0335,49,Male,Rural,227764,Furniture,83,10,1248.78,12487.83,Home & Kitchen,16,21,FALSE
#DEMO0336,53,Female,Rural,276409,Furniture,113,9,1140.44,10263.98,Home & Kitchen,35,15,FALSE
#DEMO0337,35,Male,Rural,278794,Home improvement,107,8,1454.87,11638.94,Home & Kitchen,22,18,FALSE
#DEMO0338,38,Male,Rural,180880,Furniture,91,9,957.41,8616.72,Home & Kitchen,31,10,FALSE
#DEMO0339,44,Male,Rural,219743,Family,122,11,1455.47,16010.21,Home & Kitchen,25,15,FALSE
#DEMO0340,38,Female,Rural,208273,Furniture,118,10,1425.44,14254.4,Home & Kitchen,11,21,TRUE
#DEMO0341,37,Male,Suburban,187295,Home improvement,126,11,1495.53,16450.82,Home & Kitchen,32,8,TRUE
#DEMO0342,48,Male,Rural,258954,Family,69,9,1000.26,9002.37,Home & Kitchen,25,18,TRUE
#DEMO0343,56,Male,Suburban,131985,Family,66,8,1458.67,11669.38,Home & Kitchen,28,5,TRUE
#DEMO0344,44,Female,Rural,189675,Furniture,70,9,1249.07,11241.62,Home & Kitchen,14,13,TRUE
#DEMO0345,56,Male,Rural,252564,Furniture,114,7,966.59,6766.13,Home & Kitchen,11,10,FALSE
#DEMO0346,40,Male,Suburban,268669,Family,75,6,1210.78,7264.67,Home & Kitchen,34,14,FALSE
#DEMO0347,51,Female,Suburban,231209,Family,90,10,1467.09,14670.88,Home & Kitchen,17,6,TRUE
#DEMO0348,51,Female,Rural,242267,Furniture,107,10,1091.05,10910.48,Home & Kitchen,15,12,FALSE
#DEMO0349,35,Male,Suburban,143684,Family,71,6,957.81,5746.85,Home & Kitchen,32,17,FALSE
#DEMO0350,47,Female,Rural,199336,Furniture,77,9,1012.37,9111.36,Home & Kitchen,26,6,FALSE
#DEMO0351,44,Male,Suburban,137721,Home improvement,108,8,1497.91,11983.26,Home & Kitchen,11,21,TRUE
#DEMO0352,47,Female,Suburban,200031,Furniture,110,8,1099.39,8795.15,Home & Kitchen,27,22,TRUE
#DEMO0353,40,Female,Suburban,140975,Family,72,8,1331.42,10651.33,Home & Kitchen,10,16,FALSE
#DEMO0354,39,Female,Rural,202474,Home improvement,118,10,958.7,9587.01,Home & Kitchen,33,18,FALSE
#DEMO0355,57,Male,Suburban,203099,Family,86,8,1393.03,11144.22,Home & Kitchen,34,15,TRUE
#DEMO0356,39,Male,Suburban,149856,Home improvement,125,11,1093.79,12031.73,Home & Kitchen,14,12,FALSE
#DEMO0357,57,Female,Suburban,232253,Furniture,120,7,1272.28,8905.95,Home & Kitchen,22,6,TRUE
#DEMO0358,48,Female,Rural,235859,Home improvement,125,9,1286.06,11574.51,Home & Kitchen,30,21,TRUE
#DEMO0359,42,Male,Suburban,205191,Furniture,71,10,1048.58,10485.76,Home & Kitchen,28,22,TRUE
#DEMO0360,47,Male,Suburban,152097,Family,90,11,1098.35,12081.86,Home & Kitchen,14,8,TRUE
#DEMO0361,39,Female,Suburban,177016,Home improvement,117,11,1070.2,11772.19,Home & Kitchen,27,16,FALSE
#DEMO0362,44,Female,Rural,123593,Home improvement,121,7,1202.76,8419.32,Home & Kitchen,17,5,FALSE
#DEMO0363,40,Male,Suburban,266527,Furniture,98,11,976.77,10744.49,Home & Kitchen,21,8,TRUE
#DEMO0364,39,Male,Suburban,167489,Furniture,127,10,978.72,9787.2,Home & Kitchen,18,12,TRUE
#DEMO0365,58,Male,Rural,125737,Home improvement,121,6,1459.52,8757.12,Home & Kitchen,28,9,FALSE
#DEMO0366,47,Female,Rural,139394,Home improvement,86,11,1145.75,12603.3,Home & Kitchen,32,7,TRUE
#DEMO0367,56,Male,Suburban,260728,Home improvement,80,10,1414.66,14146.58,Home & Kitchen,20,5,FALSE
#DEMO0368,42,Male,Rural,155901,Home improvement,116,9,1229.7,11067.31,Home & Kitchen,28,7,TRUE
#DEMO0369,43,Male,Suburban,132704,Home improvement,120,9,1309.05,11781.47,Home & Kitchen,25,10,FALSE
#DEMO0370,47,Female,Suburban,236071,Home improvement,78,10,1492.48,14924.79,Home & Kitchen,27,18,FALSE
#DEMO0371,36,Female,Suburban,132566,Furniture,108,8,950.83,7606.68,Home & Kitchen,11,9,TRUE
#DEMO0372,46,Male,Rural,193414,Home improvement,94,8,1452.11,11616.91,Home & Kitchen,25,11,TRUE
#DEMO0373,43,Male,Rural,137415,Home improvement,105,7,1311.53,9180.71,Home & Kitchen,15,14,TRUE
#DEMO0374,54,Male,Rural,225499,Family,96,7,1116.36,7814.5,Home & Kitchen,10,16,FALSE
#DEMO0375,57,Male,Rural,196546,Family,104,6,1399.34,8396.03,Home & Kitchen,25,12,TRUE
#DEMO0376,58,Male,Suburban,271557,Family,107,8,1453.47,11627.78,Home & Kitchen,25,7,FALSE
#DEMO0377,47,Male,Rural,264109,Furniture,102,6,1457.32,8743.93,Home & Kitchen,31,11,TRUE
#DEMO0378,53,Female,Rural,202768,Family,128,11,1021.26,11233.83,Home & Kitchen,31,19,TRUE
#DEMO0379,40,Male,Rural,275186,Family,94,7,1180.68,8264.76,Home & Kitchen,29,21,FALSE
#DEMO0380,52,Female,Rural,252213,Furniture,110,7,1045.61,7319.25,Home & Kitchen,34,10,FALSE
#DEMO0381,43,Male,Rural,155622,Furniture,118,10,1494.51,14945.1,Home & Kitchen,11,7,TRUE
#DEMO0382,41,Female,Suburban,268424,Furniture,81,6,1255.79,7534.76,Home & Kitchen,20,20,TRUE
#DEMO0383,47,Female,Rural,173083,Home improvement,128,10,929.22,9292.18,Home & Kitchen,21,9,TRUE
#DEMO0384,39,Female,Suburban,150483,Family,98,8,1165.07,9320.53,Home & Kitchen,31,6,TRUE
#DEMO0385,57,Male,Rural,216023,Family,127,10,1031.95,10319.54,Home & Kitchen,34,6,TRUE
#DEMO0386,44,Female,Rural,230983,Home improvement,76,8,1212.72,9701.78,Home & Kitchen,29,13,FALSE
#DEMO0387,55,Male,Rural,176384,Family,86,10,1303.99,13039.87,Home & Kitchen,31,10,TRUE
#DEMO0388,39,Female,Suburban,137597,Furniture,92,8,1103.86,8830.84,Home & Kitchen,16,8,FALSE
#DEMO0389,43,Male,Suburban,133080,Furniture,61,11,1446.93,15916.21,Home & Kitchen,29,13,FALSE
#DEMO0390,36,Male,Suburban,225252,Family,68,9,1359.91,12239.17,Home & Kitchen,10,11,FALSE
#DEMO0391,55,Female,Suburban,167339,Furniture,94,9,1101.18,9910.63,Home & Kitchen,12,14,FALSE
#DEMO0392,58,Female,Suburban,207170,Furniture,85,9,1012.31,9110.79,Home & Kitchen,14,5,FALSE
#DEMO0393,40,Male,Suburban,254066,Furniture,78,11,1215.82,13373.97,Home & Kitchen,19,12,TRUE
#DEMO0394,51,Female,Rural,226774,Family,81,9,904.67,8142.0,Home & Kitchen,25,6,FALSE
#DEMO0395,51,Male,Rural,250146,Home improvement,105,6,920.56,5523.36,Home & Kitchen,22,14,TRUE
#DEMO0396,40,Female,Suburban,180589,Family,73,7,1172.62,8208.35,Home & Kitchen,11,22,TRUE
#DEMO0397,54,Male,Suburban,240874,Family,74,8,1499.95,11999.62,Home & Kitchen,33,15,TRUE
#DEMO0398,55,Male,Suburban,152883,Furniture,128,7,1267.45,8872.12,Home & Kitchen,29,19,FALSE
#DEMO0399,41,Male,Rural,255093,Family,67,6,1232.39,7394.33,Home & Kitchen,10,10,TRUE
#DEMO0400,48,Male,Suburban,140449,Home improvement,75,11,928.1,10209.06,Home & Kitchen,33,19,FALSE
#DEMO0401,36,Male,Rural,156071,Home improvement,107,6,1076.15,6456.92,Home & Kitchen,31,6,TRUE
#DEMO0402,53,Female,Suburban,187571,Family,86,10,1189.65,11896.47,Home & Kitchen,18,13,TRUE
#DEMO0403,52,Male,Rural,149044,Furniture,107,7,1395.6,9769.22,Home & Kitchen,27,9,FALSE
#DEMO0404,46,Male,Suburban,249012,Home improvement,126,7,1196.99,8378.9,Home & Kitchen,24,13,FALSE
#DEMO0405,45,Female,Suburban,192245,Family,63,7,1354.12,9478.87,Home & Kitchen,13,17,FALSE
#DEMO0406,53,Male,Suburban,189334,Furniture,88,11,1126.1,12387.14,Home & Kitchen,33,21,TRUE
#DEMO0407,45,Male,Rural,263758,Home improvement,82,6,1253.07,7518.41,Home & Kitchen,30,19,TRUE
#DEMO0408,43,Male,Suburban,125554,Furniture,85,6,1011.43,6068.58,Home & Kitchen,10,6,FALSE
#DEMO0409,43,Male,Suburban,166022,Furniture,117,9,981.89,8836.99,Home & Kitchen,34,7,FALSE
#DEMO0410,49,Female,Rural,223264,Home improvement,107,10,1355.54,13555.41,Home & Kitchen,28,11,TRUE
#DEMO0411,54,Male,Rural,168046,Family,75,6,929.33,5575.97,Home & Kitchen,25,12,FALSE
#DEMO0412,41,Female,Suburban,201293,Home improvement,124,6,1204.03,7224.16,Home & Kitchen,16,18,FALSE
#DEMO0413,46,Female,Suburban,168532,Family,126,8,1059.01,8472.04,Home & Kitchen,27,17,FALSE
#DEMO0414,57,Female,Rural,246158,Family,77,6,945.47,5672.79,Home & Kitchen,12,8,FALSE
#DEMO0415,54,Female,Rural,139081,Family,117,8,1172.18,9377.42,Home & Kitchen,24,15,FALSE
#DEMO0416,57,Female,Rural,214281,Furniture,128,7,1300.75,9105.28,Home & Kitchen,30,8,TRUE
#DEMO0417,43,Female,Rural,204123,Home improvement,78,11,1161.72,12778.95,Home & Kitchen,27,13,TRUE
#DEMO0418,36,Male,Rural,196293,Furniture,109,7,1164.7,8152.87,Home & Kitchen,28,22,TRUE
#DEMO0419,39,Female,Rural,194990,Family,74,11,1432.1,15753.08,Home & Kitchen,32,10,TRUE
#DEMO0420,37,Female,Suburban,184279,Furniture,105,6,921.78,5530.7,Home & Kitchen,24,11,TRUE
#DEMO0421,52,Female,Suburban,237023,Home improvement,78,8,1306.89,10455.15,Home & Kitchen,32,13,FALSE
#DEMO0422,36,Male,Rural,203338,Family,123,11,1077.36,11850.91,Home & Kitchen,32,15,FALSE
#DEMO0423,35,Female,Rural,259563,Furniture,125,6,953.35,5720.11,Home & Kitchen,17,20,FALSE
#DEMO0424,37,Male,Suburban,196594,Family,69,10,1264.22,12642.18,Home & Kitchen,31,6,TRUE
#DEMO0425,36,Male,Rural,214181,Furniture,80,10,1430.36,14303.61,Home & Kitchen,29,7,FALSE
#DEMO0426,35,Male,Rural,265741,Family,101,7,1390.35,9732.43,Home & Kitchen,34,16,FALSE
#DEMO0427,54,Female,Rural,148643,Family,70,11,1020.21,11222.31,Home & Kitchen,28,18,TRUE
#DEMO0428,50,Female,Rural,151026,Family,82,11,1295.78,14253.61,Home & Kitchen,30,21,FALSE
#DEMO0429,44,Female,Suburban,267861,Family,85,10,1274.85,12748.47,Home & Kitchen,32,11,TRUE
#DEMO0430,45,Male,Suburban,197614,Furniture,69,9,949.78,8548.04,Home & Kitchen,16,16,FALSE
#DEMO0431,44,Male,Suburban,278596,Family,91,7,1000.43,7003.04,Home & Kitchen,23,6,FALSE
#DEMO0432,43,Male,Rural,180499,Furniture,77,8,925.66,7405.28,Home & Kitchen,32,11,TRUE
#DEMO0433,52,Male,Rural,132109,Family,89,10,1112.07,11120.66,Home & Kitchen,24,8,TRUE
#DEMO0434,45,Female,Suburban,226044,Family,116,7,1195.13,8365.92,Home & Kitchen,27,16,TRUE
#DEMO0435,55,Female,Rural,242551,Family,117,6,1470.92,8825.52,Home & Kitchen,21,18,TRUE
#DEMO0436,57,Female,Suburban,123241,Home improvement,73,11,1495.62,16451.77,Home & Kitchen,33,22,TRUE
#DEMO0437,38,Male,Suburban,132185,Furniture,81,6,901.29,5407.74,Home & Kitchen,17,19,TRUE
#DEMO0438,45,Male,Suburban,183530,Home improvement,123,8,1456.83,11654.65,Home & Kitchen,35,11,TRUE
#DEMO0439,37,Female,Rural,180169,Home improvement,72,7,972.14,6804.98,Home & Kitchen,35,19,FALSE
#DEMO0440,51,Female,Rural,240677,Furniture,96,8,989.1,7912.76,Home & Kitchen,15,17,TRUE
#DEMO0441,55,Female,Suburban,134458,Furniture,117,11,1178.77,12966.52,Home & Kitchen,31,15,FALSE
#DEMO0442,47,Female,Rural,172705,Furniture,117,7,1168.01,8176.07,Home & Kitchen,14,22,TRUE
#DEMO0443,43,Male,Suburban,223636,Family,107,9,1084.62,9761.58,Home & Kitchen,11,8,TRUE
#DEMO0444,49,Male,Suburban,240453,Furniture,80,10,986.3,9862.99,Home & Kitchen,21,12,TRUE
#DEMO0445,55,Female,Suburban,272802,Home improvement,112,9,1326.6,11939.42,Home & Kitchen,13,6,FALSE
#DEMO0446,40,Male,Suburban,150707,Furniture,74,10,980.7,9807.05,Home & Kitchen,13,15,FALSE
#DEMO0447,39,Female,Suburban,178258,Family,112,7,1108.04,7756.26,Home & Kitchen,14,14,FALSE
#DEMO0448,38,Female,Rural,140110,Home improvement,99,8,1002.44,8019.54,Home & Kitchen,14,20,TRUE
#DEMO0449,53,Female,Rural,274158,Furniture,73,9,1288.4,11595.63,Home & Kitchen,33,10,TRUE
#DEMO0450,46,Female,Suburban,265566,Home improvement,62,7,946.39,6624.75,Home & Kitchen,22,5,FALSE
#DEMO0451,45,Female,Suburban,254481,Furniture,65,7,932.91,6530.39,Home & Kitchen,23,18,TRUE
#DEMO0452,51,Female,Rural,213067,Family,130,11,1425.05,15675.55,Home & Kitchen,31,5,TRUE
#DEMO0453,53,Female,Suburban,278987,Furniture,96,10,1244.07,12440.65,Home & Kitchen,23,16,TRUE
#DEMO0454,56,Female,Suburban,225327,Furniture,82,8,913.34,7306.74,Home & Kitchen,32,16,FALSE
#DEMO0455,49,Female,Rural,235930,Furniture,79,9,913.03,8217.25,Home & Kitchen,29,5,TRUE
#DEMO0456,56,Male,Rural,163538,Family,125,11,1170.36,12874.0,Home & Kitchen,12,22,TRUE
#DEMO0457,38,Male,Suburban,174285,Family,116,8,1123.13,8985.05,Home & Kitchen,24,13,FALSE
#DEMO0458,57,Female,Suburban,167929,Furniture,95,9,1404.41,12639.71,Home & Kitchen,30,9,FALSE
#DEMO0459,45,Male,Suburban,177409,Home improvement,109,8,1289.36,10314.91,Home & Kitchen,30,6,TRUE
#DEMO0460,57,Male,Rural,195847,Furniture,86,11,940.9,10349.9,Home & Kitchen,34,9,FALSE
#DEMO0461,44,Female,Rural,132875,Family,114,8,1080.16,8641.28,Home & Kitchen,11,5,TRUE
#DEMO0462,41,Male,Suburban,251209,Family,62,11,1319.8,14517.8,Home & Kitchen,34,13,TRUE
#DEMO0463,53,Male,Suburban,273751,Family,92,10,1310.82,13108.16,Home & Kitchen,19,5,TRUE
#DEMO0464,49,Female,Rural,132701,Furniture,99,11,989.92,10889.15,Home & Kitchen,27,17,FALSE
#DEMO0465,56,Female,Suburban,148271,Family,122,10,1164.99,11649.86,Home & Kitchen,35,7,FALSE
#DEMO0466,45,Male,Suburban,240049,Furniture,70,6,981.5,5889.0,Home & Kitchen,31,20,TRUE
#DEMO0467,45,Male,Rural,136013,Family,74,10,1421.51,14215.08,Home & Kitchen,35,7,FALSE
#DEMO0468,58,Male,Rural,135035,Furniture,77,9,1231.91,11087.23,Home & Kitchen,12,8,FALSE
#DEMO0469,40,Male,Rural,123734,Home improvement,67,10,908.79,9087.89,Home & Kitchen,19,20,TRUE
#DEMO0470,45,Male,Rural,166986,Furniture,80,7,1105.63,7739.41,Home & Kitchen,17,6,FALSE
#DEMO0471,48,Female,Suburban,232322,Home improvement,100,9,1140.21,10261.93,Home & Kitchen,10,14,TRUE
#DEMO0472,53,Male,Suburban,228682,Family,93,7,922.94,6460.57,Home & Kitchen,29,10,TRUE
#DEMO0473,43,Female,Suburban,253869,Home improvement,101,7,1052.14,7365.0,Home & Kitchen,12,18,TRUE
#DEMO0474,52,Male,Rural,271832,Home improvement,76,6,1248.18,7489.08,Home & Kitchen,16,8,FALSE
#DEMO0475,38,Female,Suburban,218043,Furniture,109,7,1150.42,8052.91,Home & Kitchen,15,19,TRUE
#DEMO0476,35,Male,Rural,163597,Furniture,69,11,1480.18,16281.93,Home & Kitchen,20,18,FALSE
#DEMO0477,43,Male,Rural,182041,Family,77,6,1019.72,6118.33,Home & Kitchen,29,11,FALSE
#DEMO0478,51,Female,Suburban,125031,Home improvement,68,8,1219.74,9757.91,Home & Kitchen,26,9,TRUE
#DEMO0479,57,Male,Rural,200823,Furniture,124,11,1197.82,13176.03,Home & Kitchen,18,17,TRUE
#DEMO0480,58,Female,Rural,185866,Family,107,7,1156.71,8096.99,Home & Kitchen,21,7,TRUE
#DEMO0481,44,Female,Rural,175221,Family,69,10,1346.89,13468.86,Home & Kitchen,27,14,FALSE
#DEMO0482,36,Female,Rural,176876,Home improvement,89,6,1039.27,6235.62,Home & Kitchen,10,21,FALSE
#DEMO0483,45,Female,Suburban,230958,Family,74,7,1351.47,9460.29,Home & Kitchen,25,12,FALSE
#DEMO0484,46,Female,Suburban,207304,Family,91,8,1330.49,10643.89,Home & Kitchen,17,11,FALSE
#DEMO0485,46,Male,Suburban,145923,Home improvement,87,6,1108.58,6651.5,Home & Kitchen,14,13,FALSE
#DEMO0486,36,Male,Suburban,207232,Family,129,11,900.89,9909.81,Home & Kitchen,13,12,TRUE
#DEMO0487,44,Male,Rural,120263,Family,108,10,1452.26,14522.56,Home & Kitchen,28,10,TRUE
#DEMO0488,51,Male,Rural,168958,Furniture,64,7,1322.59,9258.13,Home & Kitchen,29,10,TRUE
#DEMO0489,51,Female,Suburban,124877,Family,75,8,1389.3,11114.38,Home & Kitchen,24,5,FALSE
#DEMO0490,44,Male,Rural,208152,Family,63,10,1374.24,13742.39,Home & Kitchen,28,13,FALSE
#DEMO0491,48,Female,Suburban,268877,Furniture,126,9,1366.55,12298.97,Home & Kitchen,28,9,FALSE
#DEMO0492,46,Male,Suburban,257423,Home improvement,74,9,924.92,8324.25,Home & Kitchen,21,21,FALSE
#DEMO0493,39,Female,Suburban,227900,Home improvement,120,9,1404.48,12640.36,Home & Kitchen,26,21,FALSE
#DEMO0494,56,Female,Suburban,253555,Furniture,74,7,1201.61,8411.25,Home & Kitchen,22,9,FALSE
#DEMO0495,45,Female,Suburban,262646,Home improvement,128,6,1272.13,7632.81,Home & Kitchen,28,16,TRUE
#DEMO0496,54,Male,Suburban,178081,Family,73,9,1414.5,12730.47,Home & Kitchen,18,6,TRUE
