User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,weighted_aov,r_score,f_score,m_score,rfm_score,value_proxy_score,segment_name,segment_name_cn,business_role,action_priority
#218,49.0,Female,Suburban,22839.0,Technology,29.0,3.0,107.0,1645.0,Apparel,167.0,44.0,TRUE,548.33,1,2,2,5,35.18,Potential Customers,潜力用户,Growth engine,Convert
#219,23.0,Male,Rural,88920.0,Food,25.0,6.0,91.0,1170.0,Home & Kitchen,23.0,4.0,FALSE,195.0,1,4,2,7,32.69,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#22,55.0,Female,Rural,58787.0,Sports,23.0,2.0,118.0,4186.0,Apparel,554.0,13.0,TRUE,2093.0,2,2,5,9,64.07,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#220,49.0,Male,Suburban,63619.0,Food,22.0,5.0,168.0,1950.0,Books,279.0,25.0,FALSE,390.0,2,3,2,7,41.75,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#221,21.0,Female,Suburban,62821.0,Sports,16.0,9.0,162.0,4298.0,Health & Beauty,469.0,48.0,FALSE,477.56,3,5,5,13,77.77,High-value Customers,高价值用户,Core profit engine,Stabilize
#222,28.0,Male,Rural,145736.0,Sports,9.0,1.0,47.0,3039.0,Apparel,400.0,32.0,TRUE,3039.0,4,1,4,9,57.14,Potential Customers,潜力用户,Growth engine,Convert
#223,34.0,Male,Suburban,33493.0,Technology,19.0,7.0,23.0,2003.0,Books,9.0,20.0,FALSE,286.14,2,4,2,8,46.43,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#224,55.0,Male,Rural,37069.0,Fashion,12.0,9.0,145.0,778.0,Home & Kitchen,13.0,31.0,TRUE,86.44,4,5,1,10,39.06,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#225,41.0,Male,Rural,132443.0,Technology,19.0,8.0,100.0,1088.0,Apparel,52.0,4.0,TRUE,136.0,2,5,2,9,37.99,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#226,22.0,Male,Suburban,27531.0,Technology,22.0,4.0,63.0,2575.0,Apparel,209.0,38.0,TRUE,643.75,2,3,3,8,49.45,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#227,51.0,Male,Suburban,57051.0,Travel,9.0,9.0,139.0,1707.0,Books,550.0,47.0,TRUE,189.67,4,5,2,11,51.33,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#228,23.0,Female,Urban,27736.0,Travel,7.0,3.0,110.0,2969.0,Apparel,402.0,1.0,FALSE,989.67,5,2,3,10,59.1,Potential Customers,潜力用户,Growth engine,Convert
#229,39.0,Female,Rural,27710.0,Technology,14.0,5.0,98.0,1602.0,Health & Beauty,191.0,3.0,TRUE,320.4,3,3,2,8,40.46,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#23,19.0,Female,Rural,133767.0,Sports,3.0,2.0,83.0,325.0,Apparel,68.0,33.0,FALSE,162.5,5,2,1,8,21.18,Other Customers,其他用户,Long-tail users,Nurture
#230,28.0,Male,Urban,87155.0,Technology,29.0,7.0,65.0,1889.0,Health & Beauty,51.0,37.0,TRUE,269.86,1,4,2,7,41.58,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#231,33.0,Male,Suburban,33975.0,Technology,19.0,2.0,103.0,1525.0,Books,393.0,22.0,FALSE,762.5,2,2,2,6,37.51,Potential Customers,潜力用户,Growth engine,Convert
#232,50.0,Female,Urban,82424.0,Food,19.0,9.0,102.0,2540.0,Home & Kitchen,300.0,17.0,TRUE,282.22,2,5,3,10,56.5,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#233,26.0,Male,Rural,65603.0,Travel,2.0,0.0,93.0,2142.0,Books,196.0,14.0,FALSE,0.0,5,1,3,9,30.35,Potential Customers,潜力用户,Growth engine,Convert
#234,23.0,Male,Urban,43252.0,Technology,9.0,3.0,94.0,1378.0,Health & Beauty,417.0,41.0,TRUE,459.33,4,2,2,8,37.71,Potential Customers,潜力用户,Growth engine,Convert
#235,33.0,Male,Rural,100797.0,Sports,13.0,3.0,198.0,2694.0,Electronics,420.0,35.0,FALSE,898.0,4,2,3,9,53.91,Potential Customers,潜力用户,Growth engine,Convert
#236,46.0,Female,Suburban,21431.0,Sports,15.0,0.0,31.0,4789.0,Electronics,522.0,13.0,TRUE,0.0,3,1,5,9,50.33,Potential Customers,潜力用户,Growth engine,Convert
#237,20.0,Male,Suburban,94603.0,Food,3.0,8.0,44.0,2536.0,Apparel,356.0,35.0,TRUE,317.0,5,5,3,13,60.11,High-value Customers,高价值用户,Core profit engine,Stabilize
#238,37.0,Female,Rural,57481.0,Food,11.0,2.0,25.0,3903.0,Apparel,148.0,43.0,FALSE,1951.5,4,2,4,10,65.32,Potential Customers,潜力用户,Growth engine,Convert
#239,53.0,Male,Suburban,112573.0,Fashion,21.0,4.0,59.0,2305.0,Electronics,365.0,2.0,TRUE,576.25,2,3,3,8,46.51,Potential Customers,潜力用户,Growth engine,Convert
#24,38.0,Female,Rural,82946.0,Sports,14.0,7.0,198.0,4300.0,Health & Beauty,445.0,5.0,TRUE,614.29,3,4,5,12,75.8,High-value Customers,高价值用户,Core profit engine,Stabilize
#240,36.0,Female,Suburban,29557.0,Fashion,14.0,5.0,131.0,1127.0,Health & Beauty,364.0,47.0,TRUE,225.4,3,3,2,8,34.02,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#241,43.0,Female,Suburban,94971.0,Fashion,25.0,7.0,137.0,3639.0,Apparel,402.0,13.0,FALSE,519.86,1,4,4,9,63.75,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#242,20.0,Male,Suburban,123302.0,Food,8.0,5.0,122.0,3583.0,Books,492.0,16.0,TRUE,716.6,4,3,4,11,66.7,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#243,36.0,Female,Rural,20162.0,Food,18.0,2.0,180.0,2341.0,Books,229.0,18.0,TRUE,1170.5,3,2,3,8,47.36,Potential Customers,潜力用户,Growth engine,Convert
#244,37.0,Male,Urban,54742.0,Food,19.0,5.0,26.0,2865.0,Health & Beauty,575.0,7.0,FALSE,573.0,2,3,3,8,54.82,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#245,49.0,Female,Urban,39675.0,Sports,16.0,0.0,89.0,1273.0,Apparel,537.0,45.0,FALSE,0.0,3,1,2,6,18.18,Potential Customers,潜力用户,Growth engine,Convert
#246,24.0,Male,Suburban,93997.0,Food,2.0,3.0,195.0,3330.0,Books,268.0,36.0,FALSE,1110.0,5,2,4,11,63.6,Potential Customers,潜力用户,Growth engine,Convert
#247,58.0,Male,Urban,37015.0,Sports,8.0,5.0,139.0,3450.0,Apparel,405.0,41.0,FALSE,690.0,4,3,4,11,64.88,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#248,50.0,Female,Urban,70057.0,Fashion,22.0,6.0,141.0,503.0,Apparel,11.0,30.0,FALSE,83.83,2,4,1,7,25.25,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#249,57.0,Male,Suburban,52591.0,Fashion,6.0,9.0,94.0,2825.0,Books,320.0,42.0,TRUE,313.89,5,5,3,13,64.17,High-value Customers,高价值用户,Core profit engine,Stabilize
#25,50.0,Female,Urban,41727.0,Sports,6.0,4.0,104.0,2097.0,Health & Beauty,445.0,37.0,TRUE,524.25,5,3,3,11,48.91,Potential Customers,潜力用户,Growth engine,Convert
#250,56.0,Male,Suburban,113583.0,Fashion,12.0,2.0,176.0,3482.0,Electronics,126.0,41.0,FALSE,1741.0,4,2,4,10,60.7,Potential Customers,潜力用户,Growth engine,Convert
#251,35.0,Female,Urban,146133.0,Technology,15.0,8.0,103.0,4263.0,Books,306.0,7.0,TRUE,532.88,3,5,5,13,76.4,High-value Customers,高价值用户,Core profit engine,Stabilize
#252,57.0,Male,Rural,120318.0,Technology,25.0,6.0,143.0,187.0,Health & Beauty,511.0,15.0,FALSE,31.17,1,4,1,6,20.4,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#253,18.0,Male,Suburban,29833.0,Travel,8.0,0.0,90.0,1258.0,Home & Kitchen,89.0,40.0,TRUE,0.0,4,1,2,7,20.76,Potential Customers,潜力用户,Growth engine,Convert
#254,28.0,Female,Rural,27896.0,Travel,4.0,1.0,78.0,4373.0,Books,355.0,19.0,TRUE,4373.0,5,1,5,11,71.74,Potential Customers,潜力用户,Growth engine,Convert
#255,45.0,Female,Urban,52972.0,Travel,15.0,0.0,78.0,2957.0,Apparel,352.0,43.0,FALSE,0.0,3,1,3,7,33.66,Potential Customers,潜力用户,Growth engine,Convert
#256,42.0,Male,Suburban,69733.0,Technology,28.0,8.0,157.0,1481.0,Apparel,14.0,37.0,TRUE,185.12,1,5,2,8,39.22,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#257,40.0,Male,Rural,140363.0,Technology,20.0,8.0,25.0,4781.0,Books,257.0,2.0,TRUE,597.62,2,5,5,12,80.12,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#258,48.0,Female,Suburban,61800.0,Travel,25.0,6.0,60.0,2164.0,Home & Kitchen,209.0,42.0,FALSE,360.67,1,4,3,8,45.09,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#259,47.0,Female,Urban,116044.0,Travel,17.0,9.0,114.0,2474.0,Books,281.0,48.0,FALSE,274.89,3,5,3,11,56.36,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#26,29.0,Male,Suburban,128351.0,Fashion,18.0,2.0,114.0,871.0,Electronics,326.0,14.0,FALSE,435.5,3,2,1,6,26.8,Other Customers,其他用户,Long-tail users,Nurture
#260,59.0,Male,Rural,25347.0,Food,13.0,2.0,174.0,417.0,Home & Kitchen,443.0,13.0,FALSE,208.5,4,2,1,7,19.58,Other Customers,其他用户,Long-tail users,Nurture
#261,52.0,Female,Urban,79063.0,Travel,18.0,4.0,179.0,1602.0,Home & Kitchen,389.0,40.0,FALSE,400.5,3,3,2,8,37.87,Potential Customers,潜力用户,Growth engine,Convert
#262,24.0,Male,Urban,115850.0,Food,2.0,3.0,194.0,2142.0,Health & Beauty,483.0,41.0,TRUE,714.0,5,2,3,10,50.81,Potential Customers,潜力用户,Growth engine,Convert
#263,33.0,Male,Suburban,22643.0,Sports,13.0,6.0,75.0,4698.0,Apparel,147.0,43.0,TRUE,783.0,4,4,5,13,79.17,High-value Customers,高价值用户,Core profit engine,Stabilize
#264,43.0,Male,Rural,60785.0,Technology,13.0,8.0,18.0,2122.0,Apparel,279.0,43.0,TRUE,265.25,4,5,3,12,51.68,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#265,19.0,Male,Urban,38681.0,Travel,22.0,1.0,116.0,218.0,Home & Kitchen,521.0,31.0,TRUE,218.0,2,1,1,4,12.3,Other Customers,其他用户,Long-tail users,Nurture
#266,18.0,Male,Urban,70026.0,Technology,15.0,7.0,109.0,809.0,Apparel,434.0,16.0,TRUE,115.57,3,4,1,8,34.04,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#267,29.0,Female,Rural,123864.0,Technology,20.0,8.0,95.0,3657.0,Electronics,144.0,42.0,TRUE,457.12,2,5,4,11,66.76,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#268,22.0,Female,Urban,35892.0,Technology,29.0,9.0,73.0,4240.0,Home & Kitchen,289.0,44.0,FALSE,471.11,1,5,5,11,72.17,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#269,54.0,Female,Urban,67299.0,Sports,27.0,9.0,31.0,4509.0,Apparel,386.0,6.0,TRUE,501.0,1,5,5,11,76.69,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#27,39.0,Female,Urban,115081.0,Fashion,25.0,9.0,17.0,4624.0,Electronics,359.0,27.0,TRUE,513.78,1,5,5,11,78.34,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#270,49.0,Female,Rural,37073.0,Fashion,10.0,8.0,171.0,3350.0,Electronics,14.0,28.0,TRUE,418.75,4,5,4,13,66.72,High-value Customers,高价值用户,Core profit engine,Stabilize
#271,26.0,Male,Rural,122304.0,Travel,29.0,9.0,192.0,517.0,Health & Beauty,257.0,32.0,TRUE,57.44,1,5,1,7,29.8,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#272,58.0,Male,Rural,50682.0,Fashion,3.0,6.0,166.0,2703.0,Apparel,346.0,44.0,FALSE,450.5,5,4,3,12,59.54,High-value Customers,高价值用户,Core profit engine,Stabilize
#273,52.0,Male,Rural,117798.0,Fashion,19.0,8.0,175.0,3954.0,Electronics,345.0,10.0,FALSE,494.25,2,5,4,11,70.61,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#274,36.0,Male,Suburban,146021.0,Fashion,3.0,8.0,119.0,1201.0,Books,400.0,18.0,FALSE,150.12,5,5,2,12,44.95,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#275,33.0,Female,Rural,116894.0,Technology,22.0,2.0,106.0,4521.0,Books,207.0,4.0,FALSE,2260.5,2,2,5,9,68.37,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#276,20.0,Male,Suburban,144302.0,Food,14.0,3.0,27.0,3528.0,Electronics,172.0,9.0,TRUE,1176.0,3,2,4,9,61.84,Potential Customers,潜力用户,Growth engine,Convert
#277,37.0,Male,Suburban,34289.0,Technology,8.0,1.0,80.0,2361.0,Home & Kitchen,464.0,7.0,TRUE,2361.0,4,1,3,8,50.97,Potential Customers,潜力用户,Growth engine,Convert
#278,41.0,Female,Suburban,135359.0,Technology,27.0,9.0,136.0,4269.0,Home & Kitchen,270.0,8.0,TRUE,474.33,1,5,5,11,73.52,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#279,50.0,Female,Urban,27927.0,Fashion,23.0,2.0,106.0,3734.0,Apparel,221.0,43.0,FALSE,1867.0,2,2,4,8,59.24,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#28,61.0,Male,Urban,142721.0,Food,1.0,0.0,76.0,533.0,Electronics,145.0,23.0,FALSE,0.0,5,1,1,7,15.57,Other Customers,其他用户,Long-tail users,Nurture
#280,41.0,Female,Suburban,68330.0,Technology,4.0,4.0,10.0,608.0,Books,152.0,7.0,TRUE,152.0,5,3,1,9,28.33,Other Customers,其他用户,Long-tail users,Nurture
#281,28.0,Female,Suburban,86707.0,Fashion,27.0,4.0,141.0,2479.0,Home & Kitchen,183.0,41.0,TRUE,619.75,1,3,3,7,46.44,Potential Customers,潜力用户,Growth engine,Convert
#282,25.0,Male,Urban,140279.0,Food,28.0,5.0,13.0,3264.0,Home & Kitchen,399.0,40.0,TRUE,652.8,1,3,4,8,55.93,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#283,53.0,Male,Urban,97454.0,Travel,20.0,6.0,134.0,787.0,Books,72.0,3.0,FALSE,131.17,2,4,1,7,29.68,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#284,55.0,Female,Urban,127439.0,Fashion,11.0,6.0,91.0,4852.0,Health & Beauty,418.0,17.0,FALSE,808.67,4,4,5,13,81.17,High-value Customers,高价值用户,Core profit engine,Stabilize
#285,57.0,Male,Rural,124646.0,Food,26.0,0.0,36.0,1392.0,Home & Kitchen,283.0,2.0,FALSE,0.0,1,1,2,4,15.32,Potential Customers,潜力用户,Growth engine,Convert
#286,37.0,Male,Urban,85428.0,Travel,11.0,1.0,180.0,4005.0,Electronics,74.0,15.0,TRUE,4005.0,4,1,4,9,65.07,Potential Customers,潜力用户,Growth engine,Convert
#287,52.0,Male,Urban,70601.0,Sports,27.0,8.0,68.0,3175.0,Apparel,355.0,46.0,TRUE,396.88,1,5,4,10,58.91,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#288,42.0,Female,Suburban,97465.0,Fashion,11.0,9.0,41.0,3309.0,Home & Kitchen,497.0,29.0,TRUE,367.67,4,5,4,13,67.79,High-value Customers,高价值用户,Core profit engine,Stabilize
#289,52.0,Male,Urban,22539.0,Fashion,2.0,1.0,170.0,424.0,Home & Kitchen,328.0,48.0,TRUE,424.0,5,1,1,7,25.1,Other Customers,其他用户,Long-tail users,Nurture
#29,42.0,Male,Rural,130058.0,Technology,6.0,2.0,119.0,3199.0,Health & Beauty,275.0,14.0,TRUE,1599.5,5,2,4,11,60.25,Potential Customers,潜力用户,Growth engine,Convert
#290,42.0,Female,Rural,122263.0,Sports,17.0,5.0,37.0,2093.0,Health & Beauty,535.0,22.0,FALSE,418.6,3,3,3,9,45.21,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#291,46.0,Male,Urban,131487.0,Sports,9.0,0.0,115.0,4076.0,Electronics,580.0,4.0,TRUE,0.0,4,1,5,10,45.39,Potential Customers,潜力用户,Growth engine,Convert
#292,35.0,Male,Rural,42669.0,Fashion,28.0,2.0,114.0,4912.0,Apparel,447.0,6.0,FALSE,2456.0,1,2,5,8,69.55,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#293,63.0,Male,Urban,90968.0,Sports,28.0,1.0,192.0,2870.0,Home & Kitchen,373.0,38.0,TRUE,2870.0,1,1,3,5,48.74,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#294,35.0,Female,Urban,40644.0,Technology,2.0,2.0,197.0,4472.0,Apparel,362.0,26.0,FALSE,2236.0,5,2,5,12,74.72,Potential Customers,潜力用户,Growth engine,Convert
#295,19.0,Male,Urban,38745.0,Travel,29.0,4.0,79.0,2683.0,Books,93.0,11.0,TRUE,670.75,1,3,3,7,48.36,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#296,52.0,Female,Urban,140852.0,Travel,24.0,9.0,71.0,3657.0,Home & Kitchen,321.0,26.0,TRUE,406.33,1,5,4,10,66.87,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#297,33.0,Female,Rural,148081.0,Travel,15.0,5.0,43.0,3687.0,Home & Kitchen,324.0,17.0,FALSE,737.4,3,3,4,10,65.28,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#298,58.0,Female,Rural,48228.0,Technology,16.0,8.0,96.0,251.0,Books,384.0,24.0,FALSE,31.38,3,5,1,9,28.98,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#299,53.0,Male,Suburban,138358.0,Sports,25.0,9.0,123.0,1054.0,Health & Beauty,575.0,28.0,TRUE,117.11,1,5,1,7,37.83,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#3,32.0,Female,Suburban,101942.0,Sports,28.0,1.0,146.0,3766.0,Apparel,306.0,1.0,TRUE,3766.0,1,1,4,6,56.69,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#30,44.0,Female,Urban,88056.0,Travel,6.0,8.0,18.0,2829.0,Electronics,509.0,40.0,TRUE,353.62,5,5,3,13,62.48,High-value Customers,高价值用户,Core profit engine,Stabilize
#300,50.0,Male,Rural,54521.0,Food,4.0,3.0,115.0,4454.0,Home & Kitchen,346.0,35.0,TRUE,1484.67,5,2,5,12,75.24,Potential Customers,潜力用户,Growth engine,Convert
#301,21.0,Male,Urban,142788.0,Sports,8.0,6.0,65.0,2471.0,Apparel,103.0,31.0,TRUE,411.83,4,4,3,11,54.77,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#302,50.0,Male,Suburban,117239.0,Fashion,9.0,5.0,122.0,1291.0,Electronics,215.0,13.0,FALSE,258.2,4,3,2,9,38.03,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#303,31.0,Female,Suburban,46928.0,Travel,26.0,1.0,22.0,787.0,Apparel,192.0,35.0,TRUE,787.0,1,1,1,3,25.55,Other Customers,其他用户,Long-tail users,Nurture
#304,38.0,Female,Suburban,38322.0,Sports,26.0,9.0,193.0,409.0,Health & Beauty,194.0,16.0,FALSE,45.44,1,5,1,7,29.47,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#305,37.0,Female,Urban,77714.0,Food,5.0,7.0,27.0,1602.0,Electronics,380.0,15.0,TRUE,228.86,5,4,2,11,46.96,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#306,25.0,Male,Rural,107896.0,Fashion,16.0,6.0,191.0,3227.0,Apparel,403.0,43.0,TRUE,537.83,3,4,4,11,61.2,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#307,24.0,Female,Urban,82292.0,Technology,13.0,6.0,122.0,4668.0,Apparel,11.0,18.0,TRUE,778.0,4,4,5,13,78.87,High-value Customers,高价值用户,Core profit engine,Stabilize
#308,20.0,Male,Suburban,49055.0,Technology,7.0,7.0,180.0,3467.0,Books,187.0,47.0,TRUE,495.29,5,4,4,13,67.94,High-value Customers,高价值用户,Core profit engine,Stabilize
#309,34.0,Female,Urban,62891.0,Food,26.0,0.0,48.0,3495.0,Health & Beauty,15.0,37.0,FALSE,0.0,1,1,4,6,33.86,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#31,59.0,Female,Rural,23081.0,Travel,21.0,4.0,126.0,3507.0,Electronics,179.0,4.0,FALSE,876.75,2,3,4,9,60.06,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#310,50.0,Male,Urban,101912.0,Fashion,20.0,0.0,198.0,913.0,Books,297.0,48.0,FALSE,0.0,2,1,1,4,12.87,Other Customers,其他用户,Long-tail users,Nurture
#311,29.0,Male,Rural,26588.0,Travel,17.0,7.0,179.0,945.0,Electronics,411.0,48.0,TRUE,135.0,3,4,1,8,34.89,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#312,39.0,Female,Rural,110536.0,Sports,3.0,3.0,88.0,1264.0,Books,585.0,49.0,TRUE,421.33,5,2,2,9,38.18,Potential Customers,潜力用户,Growth engine,Convert
#313,39.0,Female,Suburban,26304.0,Fashion,5.0,4.0,155.0,4862.0,Health & Beauty,52.0,41.0,TRUE,1215.5,5,3,5,13,80.16,Potential Customers,潜力用户,Growth engine,Convert
#314,63.0,Female,Urban,27345.0,Technology,19.0,7.0,160.0,1867.0,Home & Kitchen,28.0,27.0,FALSE,266.71,2,4,2,8,44.81,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#315,47.0,Female,Urban,49300.0,Food,12.0,4.0,191.0,454.0,Home & Kitchen,577.0,35.0,TRUE,113.5,4,3,1,8,23.61,Other Customers,其他用户,Long-tail users,Nurture
#316,55.0,Male,Rural,44259.0,Food,29.0,9.0,39.0,1972.0,Electronics,17.0,45.0,FALSE,219.11,1,5,2,8,46.32,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#317,55.0,Female,Urban,111006.0,Sports,27.0,3.0,107.0,2124.0,Home & Kitchen,351.0,35.0,FALSE,708.0,1,2,3,6,41.85,Potential Customers,潜力用户,Growth engine,Convert
#318,62.0,Female,Urban,108553.0,Food,7.0,5.0,67.0,2917.0,Books,428.0,28.0,FALSE,583.4,5,3,3,11,59.91,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#319,25.0,Female,Urban,35352.0,Food,28.0,4.0,76.0,3932.0,Electronics,229.0,39.0,FALSE,983.0,1,3,4,8,62.02,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#32,45.0,Male,Suburban,54196.0,Fashion,16.0,9.0,20.0,3240.0,Home & Kitchen,477.0,39.0,TRUE,360.0,3,5,4,12,65.27,High-value Customers,高价值用户,Core profit engine,Stabilize
#320,44.0,Male,Rural,149350.0,Fashion,9.0,6.0,80.0,4375.0,Health & Beauty,210.0,38.0,TRUE,729.17,4,4,5,13,77.32,High-value Customers,高价值用户,Core profit engine,Stabilize
#321,44.0,Male,Suburban,53365.0,Travel,28.0,9.0,155.0,165.0,Electronics,431.0,9.0,TRUE,18.33,1,5,1,7,26.46,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#322,51.0,Female,Suburban,39446.0,Sports,6.0,6.0,115.0,4366.0,Electronics,294.0,12.0,FALSE,727.67,5,4,5,14,78.17,High-value Customers,高价值用户,Core profit engine,Stabilize
#323,38.0,Male,Urban,22336.0,Fashion,29.0,3.0,16.0,4190.0,Apparel,582.0,15.0,TRUE,1396.67,1,2,5,8,63.42,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#324,47.0,Female,Suburban,82032.0,Travel,26.0,4.0,49.0,2621.0,Apparel,104.0,21.0,TRUE,655.25,1,3,3,7,48.6,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#325,50.0,Male,Rural,95415.0,Fashion,17.0,2.0,79.0,2681.0,Electronics,204.0,35.0,TRUE,1340.5,3,2,3,8,51.38,Potential Customers,潜力用户,Growth engine,Convert
#326,45.0,Male,Rural,117852.0,Fashion,16.0,3.0,77.0,1490.0,Home & Kitchen,53.0,42.0,FALSE,496.67,3,2,2,7,37.24,Potential Customers,潜力用户,Growth engine,Convert
#327,64.0,Male,Suburban,118876.0,Food,23.0,3.0,58.0,1230.0,Apparel,375.0,33.0,TRUE,410.0,2,2,2,6,30.65,Potential Customers,潜力用户,Growth engine,Convert
#328,50.0,Male,Suburban,27521.0,Travel,3.0,2.0,61.0,2586.0,Health & Beauty,54.0,19.0,TRUE,1293.0,5,2,3,10,55.05,Potential Customers,潜力用户,Growth engine,Convert
#329,22.0,Female,Urban,91707.0,Sports,21.0,9.0,123.0,934.0,Books,276.0,23.0,TRUE,103.78,2,5,1,8,37.76,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#33,33.0,Male,Rural,56735.0,Travel,29.0,1.0,108.0,965.0,Electronics,414.0,19.0,TRUE,965.0,1,1,1,3,27.5,Other Customers,其他用户,Long-tail users,Nurture
#330,36.0,Female,Suburban,43481.0,Sports,26.0,4.0,116.0,326.0,Apparel,335.0,13.0,TRUE,81.5,1,3,1,5,16.64,Other Customers,其他用户,Long-tail users,Nurture
#331,21.0,Female,Urban,38474.0,Travel,4.0,4.0,38.0,3615.0,Electronics,31.0,44.0,TRUE,903.75,5,3,4,12,67.13,Potential Customers,潜力用户,Growth engine,Convert
#332,52.0,Male,Urban,66760.0,Food,10.0,6.0,158.0,4637.0,Home & Kitchen,135.0,1.0,TRUE,772.83,4,4,5,13,79.56,High-value Customers,高价值用户,Core profit engine,Stabilize
#333,34.0,Female,Rural,75718.0,Technology,5.0,3.0,87.0,2543.0,Books,58.0,29.0,TRUE,847.67,5,2,3,10,54.74,Potential Customers,潜力用户,Growth engine,Convert
#334,61.0,Female,Rural,64629.0,Fashion,21.0,3.0,18.0,827.0,Apparel,105.0,24.0,TRUE,275.67,2,2,1,5,24.64,Other Customers,其他用户,Long-tail users,Nurture
#335,45.0,Female,Rural,65232.0,Food,22.0,8.0,184.0,3786.0,Home & Kitchen,266.0,16.0,TRUE,473.25,2,5,4,11,67.66,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#336,47.0,Male,Rural,106544.0,Travel,10.0,5.0,85.0,3722.0,Home & Kitchen,522.0,25.0,TRUE,744.4,4,3,4,11,67.42,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#337,46.0,Male,Suburban,87169.0,Fashion,12.0,3.0,51.0,1136.0,Home & Kitchen,496.0,23.0,FALSE,378.67,4,2,2,8,32.92,Potential Customers,潜力用户,Growth engine,Convert
#338,63.0,Male,Rural,147941.0,Sports,10.0,1.0,188.0,1932.0,Electronics,253.0,28.0,TRUE,1932.0,4,1,2,7,45.5,Potential Customers,潜力用户,Growth engine,Convert
#339,23.0,Female,Suburban,70669.0,Technology,29.0,5.0,193.0,2840.0,Health & Beauty,295.0,47.0,FALSE,568.0,1,3,3,7,50.9,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
